키워드,검색량,네이버검색량,추이,난이도,섹션,패션,LF몰,W컨셉,한섬,SSF샵,SI빌리지,Status,순위,우선순위
히터,9900,5630,급상승,,가전,N,0,0,0,0,0,미수집,0,
온풍기,6600,2940,급상승,,가전,N,0,0,0,0,0,미수집,0,
기타 계절가전,0,10,,,가전,N,0,0,0,0,0,미수집,0,
영상,8100,4570,급하락,,가전,N,0,0,0,0,0,미수집,0,
음향가전,0,35,급하락,,가전,N,0,0,0,0,0,미수집,0,
헤드폰,9900,21110,하락,,가전,N,0,0,0,0,0,미수집,0,
스피커,22200,40200,급하락,,가전,N,0,0,0,0,0,미수집,0,
오디오,4400,5270,하락,,가전,N,0,0,0,0,0,미수집,0,
이어폰,12100,50200,하락,,가전,N,0,0,0,0,0,미수집,0,
기타 음향가전,0,10,,,가전,N,0,0,0,0,0,미수집,0,
TV,27100,48800,급하락,,가전,N,0,0,0,0,0,미수집,0,
빔프로젝터,0,42380,하락,,가전,N,0,0,0,0,0,미수집,0,
카메라,49500,30900,하락,,가전,N,0,0,0,0,0,미수집,0,
컴퓨터,49500,66500,하락,,가전,N,0,0,0,0,0,미수집,0,
주변기기,320,740,급하락,,가전,N,0,0,0,0,0,미수집,0,
노트북,40500,219000,유지,,가전,N,0,0,0,0,0,미수집,0,
태블릿PC,0,25740,하락,,가전,N,0,0,0,0,0,미수집,0,
키보드,49500,107100,급상승,,가전,N,0,0,0,0,0,미수집,0,
마우스,22200,59700,유지,,가전,N,0,0,0,0,0,미수집,0,
기타 스마트기기액세서리,0,10,,,기타,N,0,0,0,0,0,미수집,0,
컴퓨터 액세서리,20,10,,,가전,N,0,0,0,0,0,미수집,0,
캠코더,3600,9580,하락,,가전,N,0,0,0,0,0,미수집,0,
카메라 액세서리,30,60,급상승,,가전,N,0,0,0,0,0,미수집,0,
액션캠,0,22550,급하락,,가전,N,0,0,0,0,0,미수집,0,
드론,18100,32530,급하락,,가전,N,0,0,0,0,0,미수집,0,
휴대폰,14800,31680,급하락,,가전,N,0,0,0,0,0,미수집,0,
액세서리,2900,3070,급하락,,기타,N,0,0,0,0,0,미수집,0,
휴대폰 케이스,4400,28670,하락,,가전,N,0,0,0,0,0,미수집,0,
휴대폰 주변기기,20,10,,,가전,N,0,0,0,0,0,미수집,0,
건강식품,0,3830,급하락,,건강식품,N,0,0,0,0,0,미수집,0,
오일,2400,5200,급하락,,식품,N,0,0,0,0,0,미수집,0,
소스,2900,6040,급하락,,식품,N,0,0,0,0,0,미수집,0,
음료,49500,7370,급하락,,식품,N,0,0,0,0,0,미수집,0,
차,27100,27360,하락,,기타,N,0,0,0,0,0,미수집,0,
간편요리,0,240,급하락,,식품,N,0,0,0,0,0,미수집,0,
가공식품,0,2240,급하락,,식품,N,0,0,0,0,0,미수집,0,
신선식품,0,1840,하락,,식품,N,0,0,0,0,0,미수집,0,
강아지,110000,90400,급하락,,펫,N,0,0,0,0,0,미수집,0,
사료,2400,7610,하락,,식품,N,0,0,0,0,0,미수집,0,
간식,40500,21440,하락,,식품,N,0,0,0,0,0,미수집,0,
영양제,4400,20620,하락,,건강식품,N,0,0,0,0,0,미수집,0,
배변용품,0,10,,,펫,N,0,0,0,0,0,미수집,0,
훈련용품,0,20,급하락,,펫,N,0,0,0,0,0,미수집,0,
장난감,14800,19640,하락,,유아동,N,0,0,0,0,0,미수집,0,
고양이,368000,90000,급하락,,펫,N,0,0,0,0,0,미수집,0,
모래,5400,16410,하락,,펫,N,0,0,0,0,0,미수집,0,
캣타워,4400,27700,급하락,,펫,N,0,0,0,0,0,미수집,0,
기타 펫 용품,0,10,,,펫,N,0,0,0,0,0,미수집,0,
하우스,5400,7340,하락,,펫,N,0,0,0,0,0,미수집,0,
위생,9900,1280,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
미용용품,0,860,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,87,87순위
이동장,210,470,급하락,,펫,N,0,0,0,0,0,미수집,0,
산책용품,0,15,유지,,펫,N,0,0,0,0,0,미수집,0,
펫 패션,0,50,급상승,,펫,N,0,0,0,0,0,미수집,0,
일반도서,0,10,유지,,문구,N,0,0,0,0,0,미수집,0,
여성향수,0,2300,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,81,81순위
남성향수,0,2910,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,79,79순위
공용향수,0,15,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,112,112순위
드레스퍼퓸,0,700,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,89,89순위
고체향수,0,8290,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,45,45순위
토너,5400,9780,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,38,38순위
스킨,3600,7710,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,50,50순위
미스트,6600,15510,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,22,22순위
로션,3600,8710,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,44,44순위
에멸젼,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,115,115순위
에센스,3600,8150,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,47,47순위
세럼,4400,9050,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,42,42순위
앰플,4400,10550,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,35,35순위
크림,246000,728700,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,1,1순위
페이셜크림,0,250,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,98,98순위
아이크림,2400,15280,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,23,23순위
넥크림,0,4380,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,69,69순위
올인원,2400,7030,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,55,55순위
페이셜오일,30,180,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,100,100순위
스킨케어 세트,0,240,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,99,99순위
마스크팩,4400,45200,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,5,5순위
워시팩,0,65,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,108,108순위
마스크시트,0,560,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,92,92순위
위시오프,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,116,116순위
수면팩,0,2300,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,82,82순위
모델링팩,0,18370,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,19,19순위
아이패치,0,5460,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,62,62순위
코팩,1300,5600,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,60,60순위
부분패치,0,10,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,117,117순위
스크럽,2900,5290,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,63,63순위
필링,1000,3310,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,75,75순위
클렌징,1000,2950,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,78,78순위
폼,6600,12910,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,25,25순위
워터,1300,4850,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,67,67순위
립아이리무버,0,120,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,104,104순위
비누,14800,23110,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,12,12순위
바타입,0,15,,,뷰티/향수,Y,0,0,0,0,0,미수집,113,113순위
선케어,110,290,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,96,96순위
선크림,8100,45100,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,6,6순위
선쿠션,0,7350,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,52,52순위
선스틱,0,27020,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,11,11순위
선스프레이,0,8910,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,43,43순위
태닝,2900,11220,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,31,31순위
유아케어,0,10,,,유아동,N,0,0,0,0,0,미수집,0,
BB,6600,2690,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,80,80순위
파운데이션,6600,21230,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,16,16순위
CC,22200,4230,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,70,70순위
컨실러,4400,9310,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,41,41순위
베이스,12100,10390,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,36,36순위
프라이머,8100,22180,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,15,15순위
팩트,2900,8230,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,46,46순위
파우더,2900,7820,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,49,49순위
립 메이크업,110,120,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,105,105순위
립스틱,3600,9500,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,39,39순위
립글로즈,1000,1290,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,85,85순위
틴트,4400,11440,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,30,30순위
립밤,6600,22740,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,14,14순위
아이 메이크업,210,560,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,93,93순위
아이새도우,0,830,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,88,88순위
아이라이너,1900,11180,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,32,32순위
아이브로우,1600,6100,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,58,58순위
마스카라,4400,11120,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,33,33순위
치크,720,3650,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,73,73순위
셰이딩,90,40,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,109,109순위
키트,2400,3320,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,74,74순위
팔레트,8100,10630,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,34,34순위
탈모,12100,21090,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,17,17순위
샴푸,8100,66000,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,2,2순위
린스,3600,6160,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,57,57순위
트리트먼트,0,16880,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,20,20순위
팩,2900,4860,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,66,66순위
헤어에센스,0,39100,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,8,8순위
헤어미스트,0,7630,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,51,51순위
헤어오일,0,11780,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,29,29순위
헤어스타일링,0,1120,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,86,86순위
왁스,6600,12010,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,28,28순위
젤,1900,5630,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,59,59순위
스프레이,2900,5080,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,64,64순위
염색,4400,23070,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,13,13순위
펌,6600,5560,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,61,61순위
흑채,1900,4980,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,65,65순위
남성스킨케어,0,620,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,91,91순위
남성메이크업,0,90,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,106,106순위
남성화장품세트,0,700,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,90,90순위
남성 헤어케어,0,15,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,114,114순위
남성 바디케어,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,118,118순위
남성 쉐이빙 케어,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,119,119순위
남성기타소품,0,10,,,리빙/홈,N,0,0,0,0,0,미수집,0,
바디클렌져,0,3040,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,76,76순위
바디스크럽,0,16620,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,21,21순위
입욕제,1900,7950,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,48,48순위
바디로션,5400,37300,상승,,뷰티/향수,Y,0,0,0,0,0,미수집,9,9순위
바디크림,0,3020,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,77,77순위
바디오일,0,7050,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,54,54순위
바디미스트,0,12790,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,26,26순위
바디슬리밍,0,430,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,95,95순위
데오드란트,8100,47810,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,4,4순위
제모,2900,12430,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,27,27순위
청결제,210,510,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,94,94순위
핸드&풋케어,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,120,120순위
핸드크림,0,20020,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,18,18순위
풋크림,0,4610,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,68,68순위
핸드소독제,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,121,121순위
구강용품,0,130,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,103,103순위
치약,12100,59200,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,3,3순위
칫솔,8100,44500,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,7,7순위
구강청결제,0,6640,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,56,56순위
워시,390,3800,급상승,,뷰티/향수,Y,0,0,0,0,0,미수집,72,72순위
네일케어도구,0,140,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,101,101순위
네일팁,0,14660,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,24,24순위
네일스티커,0,7130,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,53,53순위
일반네일,0,290,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,97,97순위
젤네일,0,35760,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,10,10순위
큐티클,3600,4230,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,71,71순위
영양,5400,9960,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,37,37순위
페이스기기,0,35,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,110,110순위
바디기기,0,70,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,107,107순위
헤어기기,0,140,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,102,102순위
기타기기,0,10,,,기타,N,0,0,0,0,0,미수집,0,
페이스소품,0,10,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,122,122순위
바디소품,0,10,유지,,뷰티/향수,Y,0,0,0,0,0,미수집,123,123순위
헤어소품,0,30,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,111,111순위
비타민,14800,43560,하락,,건강식품,N,0,0,0,0,0,미수집,0,
콜라겐,5400,56400,하락,,건강식품,N,0,0,0,0,0,미수집,0,
다이어트,14800,46350,급하락,,건강식품,N,0,0,0,0,0,미수집,0,
뷰티,5400,9370,하락,,뷰티/향수,Y,0,0,0,0,0,미수집,40,40순위
오메가,12100,47800,유지,,건강식품,N,0,0,0,0,0,미수집,0,
루테인,6600,40750,하락,,건강식품,N,0,0,0,0,0,미수집,0,
유산균,18100,108400,하락,,건강식품,N,0,0,0,0,0,미수집,0,
기타 뷰티식품,0,10,,,뷰티/향수,Y,0,0,0,0,0,미수집,124,124순위
레인코트,0,6490,급하락,,의류,Y,0,0,0,0,0,미수집,52,52순위
스웨트,320,500,급하락,,의류,Y,0,0,0,0,0,미수집,110,110순위
배냇저고리,0,16770,급하락,,유아동,N,0,0,0,0,0,미수집,0,
내의,880,1210,급하락,,언더웨어,Y,0,0,0,0,0,미수집,18,18순위
잠옷,8100,61240,하락,19,언더웨어,Y,19,0,0,0,0,Strong,1,1순위
상하복,20,900,급상승,,유아동,N,0,0,0,0,0,미수집,0,
우주복,4400,3080,하락,,유아동,N,0,0,0,0,0,미수집,0,
바디수트,0,5640,유지,,유아동,N,0,0,0,0,0,미수집,0,
스포츠,14800,453100,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
스포츠시즌웨어,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
수영래쉬가드,0,70,유지,,수영/비치,Y,0,0,0,0,0,미수집,30,30순위
스키,22200,3930,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
스키보드,0,270,하락,,스포츠,N,0,0,0,0,0,미수집,0,
한복,33100,24850,하락,,스포츠,N,0,0,0,0,0,미수집,0,
시즌웨어,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
패밀리룩,0,6110,상승,,스포츠,N,0,0,0,0,0,미수집,0,
스포츠의류,0,1120,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
스포츠용품,720,1380,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
상하세트,0,360,급하락,,기타,N,0,0,0,0,0,미수집,0,
스윔웨어,0,3070,급하락,,수영/비치,Y,0,0,0,0,0,미수집,18,18순위
코스튬,3600,5500,하락,,스포츠,N,0,0,0,0,0,미수집,0,
발레복,2400,17200,급상승,,스포츠,N,0,0,0,0,0,미수집,0,
보조가방,0,2910,하락,,가방,Y,0,0,0,0,0,미수집,23,23순위
타이즈,3600,2660,유지,,스포츠,N,0,0,0,0,0,미수집,0,
벨트,6600,17580,급하락,26,지갑/벨트,Y,0,0,67,0,0,Missing,2,2순위
타이,3600,9590,급하락,,액세서리,Y,0,0,0,0,0,미수집,24,24순위
목도리,8100,1950,급상승,20,액세서리,Y,8,3,0,0,0,Weak,35,35순위
넥워머,0,4260,상승,,액세서리,Y,0,0,0,0,0,미수집,31,31순위
헤어악세서리,0,90,급하락,,액세서리,Y,0,0,0,0,0,미수집,43,43순위
구두,9900,21100,유지,39,신발,Y,0,0,0,30,0,Missing,11,11순위
단화,4400,7740,하락,,신발,Y,0,0,0,0,0,미수집,22,22순위
실내화,4400,16920,급하락,,신발,Y,0,0,0,0,0,미수집,15,15순위
장화,3600,32970,급하락,,신발,Y,0,0,0,0,0,미수집,12,12순위
부티,480,3720,급하락,,신발,Y,0,0,0,0,0,미수집,26,26순위
신생아슈즈,0,10,,,유아동,N,0,0,0,0,0,미수집,0,
기저귀,8100,33450,하락,,유아동,N,0,0,0,0,0,미수집,0,
물티슈,49500,83200,유지,,유아동,N,0,0,0,0,0,미수집,0,
수유용품,0,90,급하락,,유아동,N,0,0,0,0,0,미수집,0,
거즈,3600,5860,급하락,,유아동,N,0,0,0,0,0,미수집,0,
외출용품,0,10,급하락,,기타,N,0,0,0,0,0,미수집,0,
싸개,390,370,급하락,,유아동,N,0,0,0,0,0,미수집,0,
유모차,4400,32510,하락,,유아동,N,0,0,0,0,0,미수집,0,
카시트,2400,36570,급하락,,유아동,N,0,0,0,0,0,미수집,0,
목욕용품,0,1110,급하락,,유아동,N,0,0,0,0,0,미수집,0,
유아세제,0,1190,급하락,,유아동,N,0,0,0,0,0,미수집,0,
유아 식기,0,2130,상승,,유아동,N,0,0,0,0,0,미수집,0,
유아 식품,0,20,유지,,유아동,N,0,0,0,0,0,미수집,0,
이유용품,0,10,,,유아동,N,0,0,0,0,0,미수집,0,
바디케어,0,1620,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,84,84순위
선물세트,0,4600,유지,,기타,N,0,0,0,0,0,미수집,0,
임부용품,0,10,,,유아동,N,0,0,0,0,0,미수집,0,
유아동 가구,0,10,유지,,유아동,N,0,0,0,0,0,미수집,0,
유아동 침구,0,10,,,유아동,N,0,0,0,0,0,미수집,0,
안전용품,1300,7170,급하락,,유아동,N,0,0,0,0,0,미수집,0,
수납,1300,3780,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
정리,2900,4330,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
도서,40500,14230,하락,,문구,N,0,0,0,0,0,미수집,0,
완구,720,1900,급하락,,유아동,N,0,0,0,0,0,미수집,0,
교구,1300,3250,급하락,,유아동,N,0,0,0,0,0,미수집,0,
학용품,1900,1870,유지,,유아동,N,0,0,0,0,0,미수집,0,
인형,14800,19130,급하락,,유아동,N,0,0,0,0,0,미수집,0,
피규어,27100,26030,상승,,유아동,N,0,0,0,0,0,미수집,0,
